FOX,0,60,120,0,0,0,0,0,0,0,0,0,180,25,694,62,22,4,116,42,309,97,0,5,216,692,199,416,3,159,0,0,1,0,0,5,0,0,5,90,21,24,192,272,15,0,0,0,0,0,43,0,0,0,0,0,238,27,0,0,0,0,0,256,0,62,45,235,208,57,22,22,156,147,45,0,0,18,0,30,5,0,0,0,0,15,70,124,366,100,232,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,115,46,74,25,92,9,0,0,102,0,0,0,26,0,0,0,0,66,0,0,112,80,80,0,0,0,0,0,0,0,0,0,0,162,4,0,0,11,0,0,0,0,80,0,2,2,0,10,13,0,0,0,0,0,93,0,151,74,7,13,0,0,17,75,0,57,0,0,0,0,0,0,0,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,57,10,25,0,132,0,90,7,42,0,36,34,0,0,0,46,69,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPTAIN_FALCON,181,0,0,0,0,0,0,0,0,0,0,0,180,0,296,41,23,0,102,0,710,11,0,3,330,570,77,265,125,304,0,0,0,0,0,73,0,0,22,1,0,0,155,152,38,42,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,327,493,253,189,331,107,183,44,79,154,0,0,26,0,0,154,0,0,71,0,13,199,0,39,108,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,93,47,111,0,26,0,0,27,0,0,0,0,26,0,0,0,0,35,0,0,78,80,40,0,0,0,0,0,0,0,0,0,0,105,12,0,0,15,0,0,0,0,46,150,2,0,0,2,11,0,0,0,0,0,93,93,32,7,0,0,0,0,16,0,0,9,0,0,0,0,0,0,20,77,115,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,118,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOX,120,0,0,0,0,0,0,0,0,0,0,0,120,0,439,33,32,8,154,0,396,38,0,11,304,921,146,424,72,155,0,0,0,0,0,31,0,0,15,150,104,46,190,402,17,0,0,0,0,0,81,26,0,31,0,0,456,0,0,0,46,0,0,45,45,222,13,192,220,220,93,11,178,144,126,62,17,25,13,28,21,0,0,0,13,45,63,34,209,72,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,160,45,68,39,74,0,0,0,0,0,0,0,52,18,0,0,0,105,35,0,52,40,0,0,0,0,0,0,0,0,0,0,0,121,9,0,0,14,0,0,36,0,124,0,0,0,0,0,0,0,0,0,0,0,31,0,22,274,0,0,0,0,0,0,0,61,0,0,0,0,0,0,17,28,38,0,34,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,40,10,61,0,42,0,30,0,20,0,78,86,0,50,0,48,80,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0
FALCO,121,0,60,0,0,0,0,0,0,0,0,0,180,3,258,23,20,0,91,1,367,3,0,12,435,694,105,340,140,274,0,0,0,0,0,20,0,0,93,52,18,39,401,180,47,44,0,0,0,0,38,0,0,0,0,0,114,0,0,0,190,0,0,48,0,100,40,182,0,181,42,33,56,0,77,0,31,67,0,36,6,0,5,0,0,15,150,137,230,59,394,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,115,37,63,34,262,154,0,0,236,35,35,0,26,3,0,0,53,35,0,0,105,40,120,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,2,0,0,7,14,0,0,0,0,0,33,31,72,63,0,0,13,0,24,0,0,66,0,0,0,0,0,0,19,84,127,0,0,0,26,0,98,0,0,28,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,252,3,0,0,0,90,22,123,0,54,0,0,0,0,0,22,38,0,18,0,43,22,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FOX,60,0,0,0,0,0,0,0,0,0,0,0,60,6,339,12,5,0,69,0,301,75,0,6,209,517,239,395,43,121,0,0,0,0,0,14,0,0,17,99,93,34,191,203,0,0,0,0,0,0,86,0,0,0,0,26,230,62,0,0,0,0,0,0,0,144,15,244,121,113,54,11,144,63,63,26,0,22,35,21,0,0,0,29,13,0,113,139,55,89,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,127,25,60,37,52,0,0,0,53,0,0,0,108,7,0,0,53,70,35,0,26,22,40,0,0,0,0,0,0,0,0,0,0,150,10,0,0,44,0,0,36,0,124,0,0,0,0,2,2,0,0,0,0,0,0,0,66,83,5,11,0,0,5,0,0,50,1,0,0,0,0,0,9,14,2,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,40,0,0,0,0,0,0,0,52,24,0,7,0,33,57,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FALCO,181,0,0,0,0,0,0,0,0,0,0,0,180,16,211,24,11,0,78,0,252,29,0,3,300,290,58,294,186,146,0,0,10,0,0,82,0,0,26,22,0,15,303,109,104,0,0,0,0,0,44,0,0,26,0,0,55,35,0,0,114,0,0,59,0,53,48,143,23,140,21,0,58,9,51,0,16,0,0,0,0,0,0,24,0,54,84,81,188,76,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,142,31,26,44,182,47,0,0,87,35,35,0,58,2,0,0,53,102,35,0,97,20,80,0,0,0,0,0,0,0,0,0,0,90,2,0,0,2,0,0,0,0,29,0,0,0,0,10,44,0,0,0,0,0,0,31,0,54,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,35,39,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,192,2,15,4,40,45,12,76,0,179,0,73,6,59,0,19,21,0,7,3,22,23,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FOX,120,0,60,0,0,0,0,0,0,0,0,0,180,0,661,61,42,5,183,0,724,139,0,26,308,1180,109,533,57,194,0,0,19,0,0,65,0,0,46,82,109,28,211,292,20,0,0,0,0,0,126,0,0,26,0,26,242,207,0,0,0,0,0,319,0,201,39,213,147,269,75,44,160,54,105,105,16,96,71,9,21,0,0,0,52,21,7,132,50,101,207,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,211,62,87,57,78,18,0,0,47,0,0,0,0,0,0,0,0,35,0,0,72,80,0,0,0,0,0,0,0,0,0,0,0,174,18,80,0,39,0,0,36,0,248,0,0,0,0,0,0,0,0,0,0,0,0,31,66,123,7,13,0,0,0,0,0,0,8,0,0,0,0,0,0,14,75,0,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,51,0,42,0,30,0,11,0,60,27,0,31,3,44,69,20,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FALCO,180,0,0,0,132,0,0,0,0,0,0,0,180,7,401,43,21,21,90,0,409,32,0,18,564,762,147,429,258,135,0,0,2,0,0,91,0,0,69,47,12,20,481,192,215,32,0,0,0,0,161,14,0,26,0,0,91,73,0,0,360,0,0,57,0,207,34,140,48,242,107,22,40,0,115,13,14,0,0,110,53,0,35,0,0,5,49,152,156,97,645,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,212,12,67,73,189,33,0,0,47,35,35,0,104,7,0,0,39,35,175,0,52,40,160,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,8,39,0,0,0,0,0,174,94,22,119,11,21,13,0,48,0,0,0,0,0,0,0,0,0,0,35,70,0,0,0,54,0,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,168,448,20,0,0,0,30,8,12,0,84,0,44,0,25,0,16,42,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOX,120,61,0,0,0,0,0,0,0,0,0,0,180,4,371,44,63,12,97,0,303,39,0,29,265,665,227,382,4,188,0,0,0,0,0,51,0,0,33,114,56,7,178,382,0,0,0,0,0,0,4,0,0,0,0,0,81,29,0,0,39,0,0,179,45,106,13,229,125,111,43,11,190,90,80,0,4,36,0,10,63,0,0,0,0,40,19,99,466,154,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,207,15,62,46,114,2,0,0,0,0,0,0,0,0,15,0,0,70,35,0,126,177,40,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,1,0,14,27,0,0,0,0,0,62,0,110,219,0,0,0,0,51,75,0,74,0,0,0,0,0,0,34,21,14,0,0,0,0,0,0,0,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,37,0,178,0,126,12,51,0,76,63,0,0,0,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPTAIN_FALCON,180,0,0,0,0,0,0,0,0,0,0,0,180,0,284,27,18,8,121,0,892,8,0,0,354,630,105,274,98,292,0,0,0,0,0,49,0,0,8,0,27,0,194,142,61,21,0,0,0,0,43,0,0,0,0,0,0,7,0,0,0,0,0,47,64,571,356,168,256,227,141,147,36,84,108,0,0,0,0,0,240,0,0,40,0,70,142,0,102,47,151,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,71,17,38,0,78,10,0,25,53,0,0,0,0,0,0,0,0,35,0,0,26,40,0,0,0,0,0,0,0,0,0,0,0,222,14,10,2,28,0,0,0,0,138,150,0,0,0,0,0,0,0,0,0,0,31,0,32,53,0,0,0,0,0,0,0,9,5,0,0,0,0,0,52,70,106,0,0,0,108,0,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,60,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
